sale_id,customer_id,product_id,quantity,sale_date
S08189,C813,P016,4,2025-08-22
S08190,C942,P004,1,2025-09-14
S08191,C300,P005,3,2025-03-07
S08192,C710,P016,5,2025-07-19
S08193,C204,P001,5,2025-02-01
S08194,C009,P015,1,2025-03-16
S08195,C075,P002,2,2025-05-23
S08196,C145,P007,3,2025-12-12
S08197,C298,P016,2,2025-12-14
S08198,C988,P002,3,2025-12-04
S08199,C496,P001,4,2025-08-29
S08200,C097,P020,4,2025-03-03
S08201,C695,P019,5,2025-11-20
S08202,C487,P004,4,2025-07-06
S08203,C727,P020,4,2025-06-29
S08204,C791,P013,4,2025-08-22
S08205,C417,P010,1,2025-11-07
S08206,C625,P022,4,2025-09-26
S08207,C876,P008,2,2025-05-28
S08208,C798,P009,1,2025-01-09
S08209,C630,P001,3,2025-03-19
S08210,C166,P010,2,2025-12-12
S08211,C389,P022,3,2025-04-11
S08212,C800,P015,5,2025-04-13
S08213,C981,P001,2,2025-03-07
S08214,C858,P003,5,2025-02-08
S08215,C779,P009,2,2025-11-16
S08216,C721,P001,4,2025-01-11
S08217,C371,P001,3,2025-09-02
S08218,C688,P008,4,2025-01-26
S08219,C781,P004,3,2025-09-10
S08220,C808,P021,5,2025-02-28
S08221,C085,P011,1,2025-12-26
S08222,C099,P002,1,2025-07-23
S08223,C726,P005,4,2025-01-05
S08224,C032,P017,1,2025-03-10
S08225,C411,P012,5,2025-10-20
S08226,C735,P007,3,2025-08-28
S08227,C932,P011,5,2025-08-22
S08228,C885,P018,2,2025-04-23
S08229,C327,P010,5,2025-09-14
S08230,C731,P007,3,2025-09-09
S08231,C916,P003,5,2025-04-06
S08232,C111,P010,5,2025-07-26
S08233,C484,P019,1,2025-05-10
S08234,C394,P008,5,2025-07-31
S08235,C649,P013,3,2025-12-14
S08236,C852,P008,2,2025-01-12
S08237,C898,P007,1,2025-09-11
S08238,C710,P005,4,2025-08-05
S08239,C374,P005,5,2025-03-14
S08240,C318,P013,5,2025-06-20
S08241,C271,P019,2,2025-09-13
S08242,C686,P005,3,2025-01-02
S08243,C041,P002,2,2025-01-11
S08244,C560,P013,1,2025-02-14
S08245,C312,P022,4,2025-01-09
S08246,C328,P003,5,2025-01-13
S08247,C573,P011,3,2025-04-17
S08248,C844,P005,4,2025-02-28
S08249,C411,P021,2,2025-01-30
S08250,C901,P021,2,2025-05-01
S08251,C328,P014,2,2025-07-15
S08252,C613,P001,2,2025-01-07
S08253,C092,P002,1,2025-01-20
S08254,C604,P002,5,2025-11-01
S08255,C603,P008,1,2025-10-11
S08256,C455,P017,1,2025-01-02
S08257,C829,P010,5,2025-01-23
S08258,C178,P017,2,2025-06-21
S08259,C716,P009,1,2025-06-21
S08260,C557,P020,2,2025-11-16
S08261,C700,P002,5,2025-04-28
S08262,C051,P009,2,2025-11-21
S08263,C455,P014,4,2025-02-15
S08264,C249,P014,4,2025-03-29
S08265,C547,P021,1,2025-09-20
S08266,C808,P003,2,2025-03-12
S08267,C691,P021,4,2025-09-24
S08268,C069,P012,5,2025-06-05
S08269,C799,P015,3,2025-08-23
S08270,C868,P001,3,2025-04-23
S08271,C076,P003,1,2025-06-28
S08272,C698,P018,2,2025-12-12
S08273,C799,P008,1,2025-11-10
S08274,C444,P016,2,2025-11-06
S08275,C459,P020,5,2025-05-29
S08276,C1001,P005,1,2025-10-13
S08277,C599,P004,3,2025-03-13
S08278,C684,P014,5,2025-04-30
S08279,C486,P014,3,2025-11-28
S08280,C030,P004,4,2025-09-06
S08281,C438,P016,1,2025-09-18
S08282,C508,P016,4,2025-03-06
S08283,C674,P017,5,2025-04-21
S08284,C419,P008,4,2025-10-06
S08285,C539,P022,3,2025-01-13
S08286,C090,P021,4,2025-11-24
S08287,C166,P015,4,2025-03-30
S08288,C607,P006,2,2025-08-06
S08289,C443,P014,4,2025-09-21
S08290,C851,P001,5,2025-01-06
S08291,C584,P001,2,2025-08-18
S08292,C660,P013,1,2025-07-22
S08293,C837,P011,2,2025-04-06
S08294,C564,P021,5,2025-12-13
S08295,C914,P001,5,2025-11-08
S08296,C001,P015,3,2025-10-25
S08297,C598,P008,3,2025-10-17
S08298,C549,P004,2,2025-06-15
S08299,C350,P020,4,2025-09-03
S08300,C477,P005,4,2025-06-15
S08301,C998,P020,4,2025-07-14
S08302,C304,P001,5,2025-04-07
S08303,C935,P018,3,2025-09-30
S08304,C026,P011,1,2025-02-07
S08305,C941,P001,3,2025-03-05
S08306,C792,P015,1,2025-07-18
S08307,C338,P016,5,2025-10-26
S08308,C193,P019,1,2025-03-13
S08309,C605,P012,4,2025-06-29
S08310,C821,P003,5,2025-09-30
S08311,C452,P003,1,2025-06-07
S08312,C539,P014,1,2025-01-29
S08313,C894,P021,3,2025-01-23
S08314,C005,P001,5,2025-04-05
S08315,C269,P009,5,2025-12-27
S08316,C654,P006,5,2025-08-17
S08317,C575,P016,3,2025-11-24
S08318,C475,P002,2,2025-11-25
S08319,C018,P005,5,2025-04-11
S08320,C019,P004,1,2025-03-18
S08321,C349,P021,1,2025-02-02
S08322,C660,P017,4,2025-11-17
S08323,C037,P016,3,2025-03-29
S08324,C586,P001,4,2025-12-05
S08325,C659,P020,3,2025-03-18
S08326,C186,P006,2,2025-04-07
S08327,C418,P020,2,2025-03-02
S08328,C650,P018,1,2025-07-16
S08329,C173,P002,1,2025-09-13
S08330,C655,P007,1,2025-03-11
S08331,C832,P009,2,2025-07-17
S08332,C667,P001,4,2025-03-13
S08333,C266,P001,5,2025-08-20
S08334,C373,P008,4,2025-11-22
S08335,C296,P001,3,2025-09-11
S08336,C906,P001,1,2025-11-25
S08337,C781,P009,3,2025-07-20
S08338,C969,P022,5,2025-07-08
S08339,C923,P014,4,2025-05-11
S08340,C051,P013,5,2025-09-10
S08341,C808,P007,3,2025-11-27
S08342,C312,P009,3,2025-04-23
S08343,C261,P011,1,2025-05-24
S08344,C390,P021,4,2025-10-09
S08345,C999,P018,4,2025-07-01
S08346,C950,P017,2,2025-12-08
S08347,C766,P009,5,2025-04-12
S08348,C806,P010,5,2025-04-28
S08349,C678,P012,5,2025-08-08
S08350,C646,P006,4,2025-09-11
S08351,C222,P014,4,2025-06-03
S08352,C531,P011,2,2025-03-20
S08353,C031,P022,4,2025-08-31
S08354,C374,P017,4,2025-01-03
S08355,C947,P017,5,2025-05-29
S08356,C250,P006,4,2025-11-09
S08357,C575,P007,3,2025-06-03
S08358,C250,P014,5,2025-12-20
S08359,C346,P018,1,2025-07-02
S08360,C025,P010,3,2025-01-31
S08361,C370,P002,5,2025-03-31
S08362,C545,P009,4,2025-08-26
S08363,C170,P001,1,2025-08-23
S08364,C202,P009,2,2025-11-05
S08365,C777,P007,5,2025-01-24
S08366,C714,P015,4,2025-04-27
S08367,C937,P016,2,2025-10-30
S08368,C323,P009,3,2025-12-08
S08369,C644,P022,1,2025-05-04
S08370,C576,P001,1,2025-08-04
S08371,C142,P011,5,2025-06-29
S08372,C113,P012,1,2025-12-13
S08373,C136,P001,1,2025-06-03
S08374,C352,P001,2,2025-10-15
S08375,C097,P010,2,2025-06-25
S08376,C233,P003,2,2025-08-26
S08377,C611,P009,2,2025-04-25
S08378,C769,P016,5,2025-06-19
S08379,C193,P003,1,2025-02-27
S08380,C146,P008,3,2025-10-22
S08381,C030,P009,2,2025-07-25
S08382,C367,P006,4,2025-05-16
S08383,C153,P018,4,2025-12-12
S08384,C390,P006,3,2025-02-26
S08385,C709,P002,5,2025-07-06
S08386,C508,P008,5,2025-04-09
S08387,C568,P001,3,2025-06-28
S08388,C300,P011,1,2025-05-13
S08389,C648,P014,1,2025-11-06
S08390,C844,P021,1,2025-10-27
S08391,C238,P011,1,2025-02-10
S08392,C489,P022,3,2025-06-26
S08393,C849,P012,3,2025-12-17
S08394,C226,P001,4,2025-12-24
S08395,C033,P014,2,2025-08-31
S08396,C191,P018,1,2025-08-01
S08397,C467,P007,2,2025-08-15
S08398,C257,P013,1,2025-03-13
S08399,C867,P003,3,2025-09-01
S08400,C384,P014,2,2025-08-06
S08401,C264,P004,2,2025-08-06
S08402,C030,P017,3,2025-09-27
S08403,C122,P017,4,2025-07-20
S08404,C164,P001,5,2025-11-15
S08405,C956,P002,4,2025-10-20
S08406,C240,P003,5,2025-08-09
S08407,C247,P001,2,2025-11-13
S08408,C613,P011,1,2025-08-12
S08409,C763,P016,1,2025-06-09
S08410,C344,P002,3,2025-11-12
S08411,C842,P019,5,2025-03-15
S08412,C940,P005,4,2025-08-14
S08413,C234,P022,1,2025-03-30
S08414,C976,P007,3,2025-04-28
S08415,C848,P017,5,2025-09-29
S08416,C981,P002,3,2025-09-15
S08417,C353,P003,3,2025-11-29
S08418,C156,P002,2,2025-07-09
S08419,C623,P008,4,2025-06-02
S08420,C376,P002,2,2025-10-11
S08421,C180,P008,1,2025-05-07
S08422,C262,P005,4,2025-07-05
S08423,C786,P012,4,2025-07-13
S08424,C478,P006,5,2025-11-09
S08425,C066,P004,3,2025-05-30
S08426,C605,P001,3,2025-11-18
S08427,C265,P007,1,2025-09-24
S08428,C872,P001,2,2025-11-28
S08429,C307,P008,4,2025-11-11
S08430,C382,P008,1,2025-01-20
S08431,C703,P021,2,2025-12-07
S08432,C001,P019,4,2025-09-05
S08433,C122,P022,1,2025-06-14
S08434,C017,P014,2,2025-12-16
S08435,C599,P004,4,2025-11-06
S08436,C130,P013,3,2025-02-02
S08437,C932,P015,2,2025-03-24
S08438,C522,P004,4,2025-03-14
S08439,C702,P020,1,2025-01-28
S08440,C749,P017,4,2025-04-28
S08441,C840,P020,2,2025-03-22
S08442,C101,P019,5,2025-05-07
S08443,C407,P019,1,2025-06-14
S08444,C454,P007,4,2025-08-11
S08445,C797,P016,1,2025-01-14
S08446,C368,P005,5,2025-09-21
S08447,C699,P015,4,2025-01-01
S08448,C453,P021,3,2025-06-27
S08449,C871,P020,5,2025-02-11
S08450,C383,P007,1,2025-05-11
S08451,C281,P011,1,2025-01-06
S08452,C829,P006,1,2025-03-09
S08453,C795,P021,4,2025-09-24
S08454,C250,P018,4,2025-10-12
S08455,C628,P002,2,2025-06-08
S08456,C654,P012,1,2025-03-29
S08457,C609,P011,5,2025-07-24
S08458,C464,P013,1,2025-05-02
S08459,C665,P002,3,2025-01-05
S08460,C620,P007,3,2025-07-28
S08461,C702,P001,4,2025-12-14
S08462,C357,P010,1,2025-10-02
S08463,C729,P005,2,2025-08-06
S08464,C555,P017,1,2025-01-23
S08465,C078,P008,5,2025-12-07
S08466,C136,P015,2,2025-02-06
S08467,C050,P011,1,2025-05-05
S08468,C251,P009,4,2025-01-31
S08469,C103,P018,3,2025-03-23
S08470,C153,P001,1,2025-05-01
S08471,C549,P022,5,2025-03-28
S08472,C371,P008,2,2025-01-17
S08473,C790,P018,2,2025-12-17
S08474,C749,P003,4,2025-09-25
S08475,C125,P021,4,2025-04-24
S08476,C426,P001,2,2025-10-03
S08477,C579,P022,1,2025-11-29
S08478,C961,P001,4,2025-05-06
S08479,C756,P013,5,2025-01-07
S08480,C478,P017,5,2025-12-28
S08481,C314,P021,4,2025-08-08
S08482,C494,P006,1,2025-01-22
S08483,C024,P012,2,2025-02-11
S08484,C264,P001,1,2025-01-26
S08485,C990,P016,1,2025-08-22
S08486,C117,P014,2,2025-05-18
S08487,C575,P012,1,2025-12-01
S08488,C688,P018,5,2025-06-14
S08489,C107,P006,2,2025-08-23
S08490,C007,P017,3,2025-02-11
S08491,C784,P004,5,2025-02-11
S08492,C638,P009,3,2025-07-05
S08493,C266,P012,4,2025-11-07
S08494,C484,P005,5,2025-07-22
S08495,C353,P011,4,2025-02-28
S08496,C615,P006,4,2025-08-08
S08497,C511,P003,2,2025-08-13
S08498,C457,P022,1,2025-12-19
S08499,C774,P022,5,2025-09-14
S08500,C426,P005,4,2025-05-04
S08501,C599,P012,4,2025-02-24
S08502,C138,P013,4,2025-08-14
S08503,C557,P008,1,2025-07-10
S08504,C373,P016,2,2025-08-23
S08505,C101,P007,5,2025-09-26
S08506,C490,P010,1,2025-03-26
S08507,C747,P005,2,2025-12-18
S08508,C672,P001,3,2025-12-08
S08509,C390,P003,3,2025-06-02
S08510,C807,P013,4,2025-04-01
S08511,C507,P014,2,2025-04-22
S08512,C001,P010,1,2025-02-06
S08513,C825,P015,4,2025-02-19
S08514,C701,P010,2,2025-11-17
S08515,C688,P004,3,2025-04-06
S08516,C303,P017,2,2025-02-27
S08517,C616,P013,5,2025-08-04
S08518,C213,P014,3,2025-09-03
S08519,C028,P009,4,2025-06-10
S08520,C387,P018,5,2025-07-18
S08521,C608,P017,4,2025-01-12
S08522,C222,P013,5,2025-10-14
S08523,C799,P008,1,2025-01-15
S08524,C285,P018,2,2025-09-07
S08525,C700,P020,2,2025-07-25
S08526,C747,P008,1,2025-06-26
S08527,C591,P006,2,2025-12-28
S08528,C971,P020,1,2025-12-05
S08529,C660,P006,4,2025-01-30
S08530,C393,P011,5,2025-04-25
S08531,C287,P003,1,2025-05-16
S08532,C052,P013,2,2025-10-24
S08533,C097,P003,5,2025-08-20
S08534,C175,P005,5,2025-03-22
S08535,C288,P016,1,2025-09-23
S08536,C198,P001,1,2025-10-02
S08537,C117,P015,5,2025-07-25
S08538,C668,P002,4,2025-06-21
S08539,C694,P015,5,2025-11-10
S08540,C747,P017,3,2025-10-23
S08541,C489,P010,5,2025-11-11
S08542,C460,P020,5,2025-01-30
S08543,C324,P006,2,2025-02-24
S08544,C503,P004,1,2025-05-23
S08545,C560,P014,3,2025-08-02
S08546,C365,P017,1,2025-10-11
S08547,C635,P018,1,2025-01-05
S08548,C444,P003,4,2025-04-19
S08549,C648,P022,3,2025-07-28
S08550,C883,P008,1,2025-07-28
S08551,C205,P004,2,2025-11-02
S08552,C473,P012,3,2025-08-18
S08553,C838,P006,4,2025-02-22
S08554,C429,P020,3,2025-11-08
S08555,C421,P007,4,2025-10-15
S08556,C520,P003,1,2025-10-21
S08557,C860,P007,5,2025-12-20
S08558,C728,P019,5,2025-10-27
S08559,C055,P013,5,2025-03-27
S08560,C715,P002,1,2025-04-17
S08561,C659,P001,4,2025-02-09
S08562,C437,P016,3,2025-04-07
S08563,C815,P022,2,2025-02-28
S08564,C399,P008,2,2025-08-04
S08565,C944,P004,2,2025-02-09
S08566,C482,P020,5,2025-06-18
S08567,C275,P019,1,2025-01-24
S08568,C318,P001,5,2025-01-29
S08569,C249,P016,2,2025-11-04
S08570,C366,P010,3,2025-09-22
S08571,C796,P011,5,2025-04-26
S08572,C350,P001,4,2025-05-01
S08573,C697,P020,5,2025-10-08
S08574,C777,P004,2,2025-09-04
S08575,C872,P009,2,2025-11-06
S08576,C648,P005,2,2025-06-14
S08577,C796,P011,1,2025-08-13
S08578,C829,P009,1,2025-11-04
S08579,C718,P006,3,2025-10-13
S08580,C902,P003,3,2025-09-10
S08581,C889,P014,2,2025-02-24
S08582,C839,P001,2,2025-12-28
S08583,C193,P013,1,2025-03-04
S08584,C713,P018,4,2025-04-30
S08585,C586,P020,3,2025-07-03
S08586,C265,P004,2,2025-10-12
S08587,C258,P011,2,2025-02-18
S08588,C322,P013,2,2025-01-27
S08589,C618,P008,1,2025-08-29
S08590,C613,P013,5,2025-12-05
S08591,C755,P011,5,2025-01-24
S08592,C667,P019,4,2025-12-23
S08593,C678,P010,3,2025-10-24
S08594,C552,P015,2,2025-11-19
S08595,C285,P002,5,2025-11-09
S08596,C620,P006,1,2025-08-24
S08597,C496,P021,2,2025-06-18
S08598,C667,P003,4,2025-07-25
S08599,C521,P003,1,2025-04-16
S08600,C221,P020,4,2025-04-09
S08601,C957,P014,4,2025-01-15
S08602,C490,P001,2,2025-03-03
S08603,C491,P022,2,2025-12-28
S08604,C301,P001,2,2025-06-06
S08605,C136,P021,2,2025-11-27
S08606,C175,P009,1,2025-12-19
S08607,C632,P017,2,2025-02-01
S08608,C422,P022,2,2025-04-05
S08609,C752,P008,4,2025-06-10
S08610,C316,P001,1,2025-10-06
S08611,C103,P021,3,2025-05-29
S08612,C275,P006,3,2025-10-11
S08613,C894,P009,2,2025-12-09
S08614,C685,P001,2,2025-12-21
S08615,C287,P008,3,2025-01-04
S08616,C715,P020,3,2025-08-13
S08617,C422,P012,1,2025-03-02
S08618,C685,P017,4,2025-12-03
S08619,C067,P011,4,2025-05-21
S08620,C009,P020,5,2025-05-26
S08621,C106,P010,4,2025-06-29
S08622,C198,P020,5,2025-11-14
S08623,C724,P003,2,2025-08-28
S08624,C040,P011,3,2025-11-22
S08625,C138,P010,3,2025-02-17
S08626,C701,P021,5,2025-01-29
S08627,C521,P006,4,2025-02-08
S08628,C684,P003,1,2025-11-26
S08629,C205,P011,4,2025-06-13
S08630,C632,P009,2,2025-10-23
S08631,C608,P006,1,2025-11-21
S08632,C980,P006,2,2025-09-03
S08633,C392,P001,4,2025-08-10
S08634,C598,P022,4,2025-11-04
S08635,C178,P006,5,2025-06-27
S08636,C240,P008,5,2025-07-16
S08637,C096,P019,3,2025-02-17
S08638,C855,P003,5,2025-04-09
S08639,C624,P022,1,2025-11-15
S08640,C813,P008,3,2025-03-06
S08641,C288,P021,2,2025-05-31
S08642,C003,P013,4,2025-12-11
S08643,C182,P017,2,2025-05-19
S08644,C420,P007,2,2025-06-03
S08645,C691,P017,5,2025-11-06
S08646,C236,P008,3,2025-04-17
S08647,C484,P012,1,2025-09-27
S08648,C391,P014,5,2025-05-11
S08649,C750,P002,5,2025-08-11
S08650,C795,P012,3,2025-03-31
S08651,C292,P008,5,2025-04-01
S08652,C393,P020,2,2025-10-11
S08653,C338,P011,1,2025-08-19
S08654,C276,P007,3,2025-01-12
S08655,C592,P012,2,2025-10-14
S08656,C649,P017,5,2025-07-11
S08657,C624,P009,4,2025-11-20
S08658,C887,P001,2,2025-10-19
S08659,C438,P020,4,2025-05-26
S08660,C335,P007,3,2025-11-04
S08661,C099,P016,4,2025-06-18
S08662,C046,P009,4,2025-03-05
S08663,C822,P018,5,2025-04-14
S08664,C005,P002,5,2025-10-29
S08665,C349,P009,2,2025-10-09
S08666,C521,P015,2,2025-05-21
S08667,C292,P020,4,2025-12-08
S08668,C387,P017,4,2025-08-09
S08669,C461,P019,5,2025-11-09
S08670,C594,P009,4,2025-01-09
S08671,C419,P001,1,2025-08-23
S08672,C718,P021,1,2025-08-10
S08673,C599,P002,1,2025-05-14
S08674,C637,P015,1,2025-02-11
S08675,C027,P007,5,2025-05-14
S08676,C816,P001,4,2025-02-22
S08677,C345,P013,4,2025-07-03
S08678,C429,P014,3,2025-01-01
S08679,C669,P011,1,2025-10-05
S08680,C746,P017,4,2025-01-11
S08681,C703,P004,4,2025-09-09
S08682,C679,P010,3,2025-10-16
S08683,C909,P022,2,2025-04-15
S08684,C291,P001,2,2025-07-08
S08685,C626,P021,4,2025-10-22
S08686,C530,P011,1,2025-05-23
S08687,C332,P001,3,2025-07-29
S08688,C419,P001,5,2025-04-28
S08689,C497,P011,3,2025-01-24
S08690,C139,P001,3,2025-04-02
S08691,C815,P018,4,2025-02-06
S08692,C483,P001,5,2025-10-28
S08693,C172,P011,4,2025-03-05
S08694,C308,P002,2,2025-06-19
S08695,C058,P022,2,2025-10-03
S08696,C332,P001,4,2025-08-08
S08697,C763,P006,4,2025-06-04
S08698,C527,P003,4,2025-05-08
S08699,C530,P021,3,2025-10-21
S08700,C251,P014,5,2025-01-27
S08701,C688,P013,2,2025-06-15
S08702,C525,P012,2,2025-01-10
S08703,C738,P003,1,2025-02-10
S08704,C871,P005,4,2025-10-09
S08705,C592,P013,5,2025-06-20
S08706,C087,P020,2,2025-01-01
S08707,C778,P010,5,2025-07-08
S08708,C151,P001,4,2025-08-24
S08709,C359,P017,4,2025-09-01
S08710,C050,P007,4,2025-06-17
S08711,C425,P005,1,2025-04-10
S08712,C766,P014,2,2025-05-10
S08713,C312,P022,3,2025-04-19
S08714,C644,P020,3,2025-07-26
S08715,C521,P020,4,2025-05-06
S08716,C239,P004,5,2025-02-06
S08717,C691,P005,2,2025-04-24
S08718,C380,P015,4,2025-02-15
S08719,C489,P001,1,2025-08-18
S08720,C904,P008,1,2025-08-17
S08721,C309,P009,3,2025-08-25
S08722,C473,P014,2,2025-12-12
S08723,C424,P005,4,2025-05-06
S08724,C966,P013,4,2025-10-03
S08725,C321,P001,1,2025-09-18
S08726,C629,P018,5,2025-09-08
S08727,C834,P016,3,2025-09-11
S08728,C990,P012,5,2025-05-20
S08729,C701,P010,2,2025-05-27
S08730,C860,P017,3,2025-03-12
S08731,C602,P012,2,2025-08-17
S08732,C768,P015,3,2025-01-15
S08733,C986,P008,4,2025-07-19
S08734,C477,P014,5,2025-09-01
S08735,C289,P001,3,2025-03-18
S08736,C024,P016,4,2025-08-28
S08737,C364,P003,3,2025-11-02
S08738,C456,P012,2,2025-06-02
S08739,C091,P003,3,2025-08-30
S08740,C785,P007,2,2025-01-31
S08741,C637,P019,1,2025-01-17
S08742,C659,P001,1,2025-10-20
S08743,C872,P009,1,2025-07-29
S08744,C382,P013,3,2025-09-17
S08745,C154,P008,3,2025-05-15
S08746,C352,P008,5,2025-06-20
S08747,C671,P022,4,2025-07-07
S08748,C252,P011,2,2025-04-13
S08749,C886,P022,2,2025-07-30
S08750,C441,P002,1,2025-01-19
S08751,C267,P015,1,2025-10-20
S08752,C755,P003,1,2025-01-31
S08753,C754,P008,3,2025-10-27
S08754,C772,P022,3,2025-08-04
S08755,C080,P003,5,2025-12-19
S08756,C784,P020,5,2025-10-18
S08757,C606,P013,3,2025-02-11
S08758,C089,P018,1,2025-12-16
S08759,C909,P011,5,2025-04-21
S08760,C767,P015,3,2025-07-25
S08761,C437,P003,3,2025-06-06
S08762,C482,P015,4,2025-02-17
S08763,C523,P021,4,2025-09-19
S08764,C499,P022,1,2025-05-24
S08765,C738,P015,5,2025-07-30
S08766,C410,P022,4,2025-10-08
S08767,C907,P005,5,2025-01-09
S08768,C759,P012,2,2025-07-08
S08769,C414,P011,5,2025-10-28
S08770,C384,P001,5,2025-11-25
S08771,C634,P003,3,2025-03-26
S08772,C719,P008,2,2025-01-02
S08773,C748,P006,5,2025-12-27
S08774,C191,P016,4,2025-05-27
S08775,C876,P001,3,2025-05-23
S08776,C859,P016,2,2025-11-16
S08777,C548,P014,2,2025-03-21
S08778,C069,P009,1,2025-07-01
S08779,C069,P007,1,2025-09-30
S08780,C398,P013,1,2025-06-07
S08781,C497,P010,4,2025-05-05
S08782,C219,P018,5,2025-02-16
S08783,C260,P015,5,2025-06-23
S08784,C172,P009,4,2025-06-03
S08785,C886,P010,2,2025-01-02
S08786,C193,P011,5,2025-05-15
S08787,C289,P004,1,2025-12-11
S08788,C171,P008,5,2025-09-04
S08789,C661,P008,3,2025-02-12
S08790,C551,P022,4,2025-07-31
S08791,C318,P016,4,2025-06-04
S08792,C098,P007,1,2025-04-15
S08793,C941,P012,1,2025-09-16
S08794,C691,P007,1,2025-03-14
S08795,C364,P017,3,2025-04-11
S08796,C274,P014,3,2025-10-01
S08797,C835,P003,3,2025-04-18
S08798,C974,P020,5,2025-10-03
S08799,C374,P021,2,2025-12-22
S08800,C122,P016,5,2025-11-05
S08801,C336,P011,5,2025-11-14
S08802,C060,P019,5,2025-06-05
S08803,C723,P022,1,2025-03-29
S08804,C995,P018,4,2025-06-19
S08805,C370,P017,1,2025-07-12
S08806,C472,P012,5,2025-04-02
S08807,C221,P018,2,2025-02-19
S08808,C602,P008,3,2025-09-30
S08809,C781,P019,1,2025-10-08
S08810,C913,P001,1,2025-01-29
S08811,C201,P018,1,2025-05-13
S08812,C887,P013,2,2025-05-13
S08813,C131,P001,5,2025-03-30
S08814,C320,P006,1,2025-12-19
S08815,C623,P012,5,2025-08-26
S08816,C763,P008,1,2025-10-28
S08817,C754,P004,2,2025-02-02
S08818,C528,P011,2,2025-08-30
S08819,C927,P007,3,2025-02-16
S08820,C090,P010,4,2025-02-15
S08821,C202,P008,1,2025-06-20
S08822,C904,P021,3,2025-07-05
S08823,C201,P002,1,2025-06-14
S08824,C229,P002,2,2025-01-31
S08825,C828,P010,3,2025-01-06
S08826,C461,P015,5,2025-02-15
S08827,C688,P001,1,2025-01-25
S08828,C632,P014,3,2025-11-11
S08829,C563,P010,3,2025-06-13
S08830,C468,P014,4,2025-05-02
S08831,C768,P010,3,2025-06-05
S08832,C123,P018,2,2025-11-02
S08833,C606,P004,2,2025-07-28
S08834,C962,P020,5,2025-05-17
S08835,C350,P005,1,2025-08-02
S08836,C315,P022,1,2025-11-13
S08837,C940,P004,1,2025-08-03
S08838,C996,P004,4,2025-11-25
S08839,C390,P001,5,2025-02-17
S08840,C018,P002,5,2025-11-22
S08841,C136,P006,3,2025-03-10
S08842,C820,P004,4,2025-10-02
S08843,C145,P014,5,2025-03-06
S08844,C156,P022,1,2025-11-21
S08845,C831,P016,3,2025-11-23
S08846,C412,P006,4,2025-11-13
S08847,C583,P013,2,2025-01-16
S08848,C542,P007,3,2025-09-12
S08849,C587,P001,1,2025-01-02
S08850,C012,P012,5,2025-04-28
S08851,C143,P022,3,2025-09-10
S08852,C133,P005,5,2025-11-18
S08853,C467,P002,2,2025-03-22
S08854,C150,P001,1,2025-11-27
S08855,C677,P015,3,2025-10-14
S08856,C348,P020,4,2025-03-07
S08857,C261,P007,5,2025-08-26
S08858,C962,P004,2,2025-11-09
S08859,C359,P003,3,2025-06-21
S08860,C191,P001,1,2025-06-19
S08861,C694,P017,1,2025-12-28
S08862,C953,P005,5,2025-07-24
S08863,C017,P013,1,2025-05-28
S08864,C566,P001,2,2025-04-04
S08865,C269,P001,4,2025-07-03
S08866,C868,P010,4,2025-05-15
S08867,C462,P013,5,2025-06-24
S08868,C043,P001,5,2025-01-12
S08869,C264,P003,5,2025-10-27
S08870,C518,P011,4,2025-07-20
S08871,C987,P001,3,2025-04-15
S08872,C037,P004,4,2025-06-18
S08873,C643,P012,4,2025-03-10
S08874,C226,P017,5,2025-09-09
S08875,C544,P017,5,2025-08-15
S08876,C746,P013,3,2025-08-06
S08877,C714,P020,5,2025-05-02
S08878,C076,P007,4,2025-12-04
S08879,C982,P002,4,2025-11-28
S08880,C132,P005,5,2025-01-12
S08881,C906,P003,1,2025-04-10
S08882,C570,P013,1,2025-05-24
S08883,C494,P019,3,2025-12-07
S08884,C772,P015,1,2025-10-23
S08885,C631,P001,2,2025-09-18
S08886,C018,P007,3,2025-03-04
S08887,C779,P009,5,2025-10-28
S08888,C817,P011,2,2025-10-14
S08889,C173,P001,5,2025-05-29
S08890,C316,P003,5,2025-12-31
S08891,C772,P004,3,2025-08-24
S08892,C829,P019,1,2025-07-05
S08893,C239,P010,4,2025-03-07
S08894,C575,P008,5,2025-07-03
S08895,C904,P003,4,2025-08-31
S08896,C221,P021,1,2025-10-16
S08897,C340,P008,2,2025-12-03
S08898,C748,P013,4,2025-01-05
S08899,C828,P018,3,2025-09-19
S08900,C778,P017,4,2025-11-17
S08901,C542,P014,3,2025-07-14
S08902,C706,P022,2,2025-10-31
S08903,C913,P006,3,2025-12-06
S08904,C962,P022,5,2025-12-06
S08905,C191,P006,5,2025-03-26
S08906,C735,P018,1,2025-02-26
S08907,C540,P007,2,2025-05-06
S08908,C383,P007,1,2025-08-12
S08909,C920,P017,5,2025-06-25
S08910,C438,P018,3,2025-12-15
S08911,C965,P014,4,2025-07-29
S08912,C655,P016,5,2025-01-10
S08913,C626,P013,3,2025-06-15
S08914,C821,P018,2,2025-09-03
S08915,C997,P009,3,2025-10-22
S08916,C334,P019,4,2025-06-21
S08917,C151,P003,2,2025-07-02
S08918,C652,P007,1,2025-09-02
S08919,C331,P012,3,2025-11-04
S08920,C644,P006,5,2025-12-25
S08921,C638,P016,3,2025-10-03
S08922,C726,P015,3,2025-02-14
S08923,C991,P022,1,2025-12-28
